,Spearman_coef
WDR72,0.108899975
PAM,0.108852629
POLR3H,0.108791972
MRC2,0.108667595
RANBP10,0.108637584
NBR1,0.108598818
C6orf89,0.10859032
ALG3,0.108584624
ZKSCAN4,0.108512743
KLHL24,0.108493053
AMIGO2,0.108475715
UBA7,0.108392589
FAM76A,0.108325762
PGM2L1,0.108208184
FAM98B,0.108130983
ERLEC1,0.108047041
DTNA,0.108046362
C10orf2,0.108009396
ZNF268,0.107987849
SLC17A5,0.107978232
TSPAN15,0.107942962
IARS,0.107938021
LOC100131564,0.107877759
TIMP4,0.107856665
ETNK1,0.107842916
NAPEPLD,0.107825608
PDPK1,0.107820828
RCCD1,0.107787702
NUP98,0.10777496
DOCK7,0.107745714
EPN3,0.107697486
TLN2,0.107680944
PTH2R,0.107602681
DSE,0.107591813
LINC00667,0.107530596
SFN,0.107509841
GTF3C4,0.107475411
TBCEL,0.107470018
ALPK3,0.107448247
PRDM15,0.107445421
MTBP,0.107441065
FAM171A2,0.107416712
ARHGAP29,0.107385188
BMP2K,0.107362099
ESAM,0.107331333
ZFP36L1,0.107317343
RYR1,0.107271303
CEP290,0.107210485
FRYL,0.107157886
METTL16,0.107151703
L1TD1,0.107147859
STAG1,0.107143495
PAXIP1,0.107103149
MBOAT7,0.107098258
CNGB3,0.107018127
RB1,0.106948111
PIK3R3,0.106863012
ANKRD34A,0.106860706
PPP4R3B,0.106824252
PIGS,0.106818721
CLASP1,0.106785477
MLF2,0.106765321
CDH19,0.106731123
CDC23,0.106716777
SOAT1,0.106699353
FDX1L,0.106698587
EPM2A,0.106576355
CCDC144B,0.106533646
ACTN4,0.106356745
ZNF121,0.106315925
RALGAPA1,0.106224903
LSM11,0.106180966
IGLON5,0.106166563
RAB25,0.106095058
LINC00632,0.106089133
ZBTB33,0.106047333
RASGRP1,0.106046444
ANKRD36B,0.106001599
RNF187,0.105984921
LOC100288637,0.10586308
MRPS12,0.10573278
MICA,0.105694484
TRIM56,0.105675361
CKAP5,0.105610458
KMT2A,0.105599852
PMPCA,0.105596588
SLC46A1,0.105584363
TMEM168,0.105548719
CBWD2,0.105464528
LINC01138,0.105454125
BPIFB1,0.105401874
EGFL6,0.105363679
HPS5,0.105336801
CTIF,0.105324292
HLA-DRA,0.105292415
TRIM46,0.10527793
ZSCAN9,0.10516586
PHB2,0.105151271
FBXW4,0.105141289
CTBP1-AS2,0.105118491
PDZRN3,0.105112906
TRPM7,0.10510684
SYNJ1,0.105073923
FAM43A,0.105045285
THTPA,0.104953292
HEIH,0.104931582
FANCD2,0.104906462
AKAP10,0.104898993
SPNS2,0.104898315
WRAP53,0.1048675
PQLC1,0.104864703
PACSIN1,0.104859061
BAZ2A,0.104832919
BRWD3,0.104808646
PIP5K1A,0.10479039
KREMEN1,0.104768809
IRGQ,0.104757252
BCL9,0.104738474
MAN1A2,0.104717984
MAST1,0.104715672
ORC2,0.104705414
ZNF500,0.104688031
CCDC74A,0.10467004
RGS6,0.104652634
NAV2,0.104545996
PRKAG1,0.104464832
ZFYVE1,0.104463325
MPPE1,0.104458032
YTHDC2,0.104444644
CUEDC1,0.104351324
AMOT,0.104300905
CEP97,0.104279013
PON3,0.104254841
NCOA3,0.104233789
ZNF618,0.104223721
GMPR,0.104213532
PTDSS2,0.10410504
NPDC1,0.104010682
ABCA2,0.104007099
SLC9B2,0.103999537
LIMD1,0.103992548
NUDT16,0.103981572
DCTN4,0.103926702
MRPL19,0.103813483
TTC26,0.103779276
HUWE1,0.103751163
IRF2BP1,0.103698905
ZNF175,0.103695483
RWDD2A,0.103692727
KPNA4,0.103654821
PPFIBP2,0.103643813
SNX16,0.103638788
TTC8,0.10361837
DYRK2,0.103589791
FRMD5,0.103565895
SERPINB2,0.103547166
HYDIN,0.103526225
STX11,0.103519426
PDE6C,0.103489027
UTP3,0.103364315
NPM2,0.10333856
KMT2D,0.103334096
SBNO1,0.103328677
PIK3CB,0.103318719
ZNF48,0.103271394
BRAT1,0.103266122
MAP4,0.103264137
NUP155,0.103229214
EGR2,0.103192373
2-Sep,0.103162583
SS18,0.103160923
FBXW7,0.103131661
USP14,0.103130879
OARD1,0.103095862
JAK2,0.103083323
TSPAN9,0.103065206
SNAPC2,0.103060405
SLC30A9,0.103041519
PLEKHM3,0.103011283
ITPRIPL2,0.103003959
COL9A2,0.102990394
KRT222,0.102963682
SNTB1,0.102896759
KIAA1551,0.102895282
BCAS1,0.102806571
CASD1,0.102770794
TOP3B,0.102711551
NSUN4,0.102668596
GRAMD1B,0.102664168
FRMD4A,0.102629802
SOX10,0.102625903
WDFY1,0.102551006
LDLRAD4,0.102544241
NOTCH2NL,0.10253013
FGFR1OP2,0.102521451
DLGAP3,0.102498872
ZBTB40,0.102465491
TMEM209,0.102448613
AREL1,0.102387638
IFT46,0.102313241
DGKE,0.102254644
NTRK2,0.102248374
IFRD2,0.102234724
RCBTB2,0.102217361
RNF122,0.102186549
KIAA0196,0.102116042
ZNF689,0.102060232
THRB,0.102029924
RAMP1,0.102022901
TOP2B,0.102012135
INTS6,0.102002293
MGME1,0.101927243
ZNRF2,0.101907733
ZFYVE9,0.101834069
TMEM245,0.101824259
STAM,0.101796532
SORBS3,0.101786382
EPHA4,0.101753533
WDTC1,0.101680707
SH3GLB1,0.101659176
SEC22B,0.101591428
MBTPS1,0.10155563
PUS7L,0.10152661
SUN2,0.101451467
WRB,0.101362092
KDM1B,0.101348643
UBR1,0.101234455
TRMT44,0.101200922
WASL,0.101181363
SUSD1,0.10112718
MTMR2,0.101094768
SDF4,0.101094293
ERH,0.101034261
LGALS3,0.101017923
CTPS1,0.100969248
BSPRY,0.100919532
ZNF407,0.100907102
SH3BP5,0.100889474
DLG3,0.10088605
SBSPON,0.100839715
ANKRD36C,0.100833414
DGAT2,0.10083114
CHSY1,0.100810602
F2R,0.100805794
9-Mar,0.100794771
NNMT,0.100770441
PADI2,0.100761154
SMAD5,0.100730646
IFIT5,0.100705572
KCTD17,0.10069668
NAP1L3,0.100687761
IPO11,0.100668905
PCYT1A,0.100664791
HDAC2,0.100658922
RPL27,0.100646008
CD86,0.100630226
SSC5D,0.100570947
MARK3,0.100547468
TMEM159,0.10051797
LINS,0.100490166
TTI2,0.100471105
NXPE3,0.10046488
TBC1D8,0.100409272
PERM1,0.100396324
COL16A1,0.10039074
SDC2,0.100381321
ZER1,0.100367634
CFAP221,0.100316133
GLRB,0.100316133
INS,0.100316133
KRT6B,0.100316133
SFTA3,0.100316133
FAM173B,0.100271439
PLEKHH1,0.100252609
NDST2,0.100234519
WBSCR22,0.100151451
ENO3,0.100141956
UBTF,0.100116943
TTC14,0.100109383
GRHL1,0.100093119
GOLGA7B,0.100021767
SYNPO2,0.100002066
BCL6,0.099997524
DTNBP1,0.099987493
TOMM40L,0.099977219
TMEM140,0.099971535
PLK1,0.0999331
SLC30A7,0.099848477
SCARNA2,0.099814175
NUP50,0.099795701
SNCA,0.09977037
IFT52,0.099761238
C1GALT1,0.099729781
DCAF6,0.099718942
XYLT2,0.099695731
C17orf58,0.099686516
TULP3,0.099655733
ZNF800,0.099605253
CTSA,0.099601093
VPS54,0.099513815
AFAP1-AS1,0.099440568
MAMLD1,0.099427551
PPP1R3B,0.09942366
MDFIC,0.099422933
CPNE5,0.099377633
LANCL1,0.099368961
ZNF714,0.099311206
PTGS1,0.099309009
DPM2,0.099288614
TOR3A,0.099251568
CALY,0.099184787
TEKT4P2,0.09914496
ZNF791,0.099102714
ALKBH8,0.0990499
FBXO40,0.099023861
WDR53,0.099017005
PTPN11,0.098943334
FYCO1,0.09893649
DNER,0.09892614
RPUSD2,0.098910167
RUNDC1,0.098909779
PANK3,0.0988951
INCENP,0.098886125
ANK3,0.098853394
RPS6KC1,0.098829831
CHAMP1,0.09880912
VARS2,0.098808427
GMFB,0.098793457
PLEKHF1,0.098790053
OMD,0.098761466
VGLL4,0.098707374
SHC3,0.098698192
MYO1C,0.098664106
UHRF1BP1,0.098640928
UGCG,0.098625307
ARNTL,0.098613421
WDHD1,0.098588364
YIPF4,0.098530958
PAQR6,0.09852204
RAB27B,0.098491126
KIF21A,0.098460803
MAP2K1,0.098454287
STX1A,0.098451869
RPGR,0.098419634
EIF2AK2,0.098394155
SLC25A44,0.098387528
GNPDA2,0.098379066
TRAPPC12,0.098361557
IFNGR1,0.098354418
SNX13,0.098297565
ICAM1,0.09829195
NME7,0.098264246
ARHGAP10,0.098263443
ZNF696,0.098052516
CXCL1,0.097922079
FAM208B,0.097908213
DHX15,0.097900569
FOXG1,0.097886137
PPARGC1A,0.097844913
GNL3L,0.097837918
CA2,0.097815539
MICALL1,0.0977557
PRG2,0.097752265
FAM200A,0.09763308
CNTN2,0.097616762
BRD1,0.097604852
DPM3,0.097572757
DHRS11,0.097550973
TNRC6C,0.097490383
SLC25A16,0.097484066
RNF149,0.097453648
CUX1,0.097430568
AGR2,0.097410558
DNAJC7,0.097310179
PCGF6,0.097309973
ENKUR,0.097285561
YKT6,0.097284672
USB1,0.097242381
TTLL4,0.097208242
TATDN2,0.09715722
TMTC3,0.097086231
ZNF467,0.096983413
DCAF13,0.096898764
DDB2,0.096887215
ARHGAP44,0.096846339
TBK1,0.096795008
ARHGEF10,0.096717917
VPS18,0.096702849
RWDD4,0.09666456
USP35,0.096598656
SGK494,0.09659288
NOP14-AS1,0.096570163
DDX23,0.096533661
HTT,0.096515351
IKZF4,0.096494739
AGFG2,0.096481762
ZCCHC14,0.096454015
ZNF564,0.096453458
MXD4,0.09640075
COL6A1,0.096389622
AKR1C1,0.096336436
EXTL2,0.096312829
DLL4,0.096284024
DBN1,0.096167035
FGL2,0.096158688
DNAH7,0.096146475
PTGDS,0.096090915
PPL,0.096064565
RETSAT,0.096059476
GRIK1,0.09603161
PBLD,0.096007593
SLC39A3,0.096005732
ALDH4A1,0.09600223
FERMT2,0.095964553
PDIA4,0.095942892
LOC730101,0.095934364
BAIAP2L1,0.095903814
CCDC51,0.095848006
AKT3,0.095786189
PIGB,0.095768422
FBXW9,0.095692488
MAPK15,0.095592943
ANXA4,0.095578487
OCEL1,0.095571812
PDLIM5,0.095557403
SLC4A2,0.09546692
SIK2,0.095447625
ZNF827,0.095446226
YAF2,0.095444791
ST6GALNAC1,0.09540515
HSD17B12,0.095361744
LOC202181,0.095338233
TP53,0.095253561
ICOS,0.095241021
HERC3,0.095234715
RNF20,0.095231841
MCFD2,0.095198461
SPATA5L1,0.095182801
PHTF1,0.095158111
RIMS4,0.095108263
TTC7A,0.095090338
RELL1,0.095080578
ADCY4,0.095063335
ATL3,0.095052385
STARD7,0.09503556
MTOR,0.095004165
MLH3,0.094911987
GSDMD,0.094875695
MYLK,0.094868579
KLHL36,0.094858927
MICU3,0.094805874
KIAA1324L,0.094761505
PLEC,0.094720494
DHFR,0.094701888
LRBA,0.09468178
LRG1,0.094676815
DLAT,0.094662766
ZBTB47,0.094652232
TBC1D19,0.094642182
C11orf49,0.094588278
PREX1,0.094473604
TRIP12,0.094472914
ZNF853,0.094453661
BUD13,0.094427972
MAP2K3,0.094392954
DMGDH,0.094375774
AIFM1,0.094310852
RABGAP1,0.094251534
ZDHHC23,0.094246732
SFXN1,0.094196341
ENPP4,0.094174528
ERMAP,0.094142125
ADSSL1,0.094071861
CNIH1,0.093972722
ZMPSTE24,0.093944659
PRKAG2,0.093918126
TTN,0.093822456
WDR44,0.093801544
HCFC1,0.0937729
STRIP1,0.093769388
ATG4B,0.093719168
ERCC4,0.093710727
ADAR,0.09366654
HP,0.093665857
SZT2,0.093649213
ZBED4,0.093644333
IVD,0.093597433
PDIK1L,0.093588914
CMYA5,0.093572443
SAFB,0.093552288
IER3IP1,0.093534115
NUP133,0.093516099
SLC26A2,0.093502944
DDI2,0.093484215
C1orf233,0.093461993
PROCR,0.093346213
ECE2,0.093345078
ERCC3,0.093272189
PAPLN,0.093150751
TIAL1,0.093147665
STYX,0.093139457
KRT8,0.093134436
BCO2,0.093130062
GOLGA2,0.093098248
PEPD,0.093080715
FAM131B,0.093037327
DIAPH1,0.092965596
DOCK1,0.092899445
SGSH,0.09289465
SP110,0.092868525
SLX4,0.092859422
CLGN,0.092845061
HHLA2,0.092841615
TTLL5,0.092819536
MED23,0.092779892
TMCO1,0.092758678
PRKACB,0.092712277
MUC20,0.092704276
MAP3K4,0.092670722
TLE2,0.092666651
COL22A1,0.092652611
PLN,0.092644731
ICA1,0.092635068
OSCP1,0.092607807
COCH,0.092606039
QRICH1,0.092601765
QTRTD1,0.092594943
C1orf95,0.092588738
SAA2,0.092566979
SCUBE3,0.092554227
KLHL29,0.092551158
RNF168,0.092537159
PUS3,0.092522213
SNORD58C,0.092513134
C17orf62,0.092500368
ATP5G3,0.092495584
PKIB,0.092486187
ZNF554,0.092428489
OSGIN2,0.092398618
CLIC5,0.092395239
NUDT19,0.092327949
ANKRD13B,0.092310857
SFTPB,0.092245572
RACGAP1,0.092201951
KIF1B,0.092196837
EPHA1,0.092174191
GRN,0.092162951
RIPK1,0.092136376
CERS5,0.092105987
KCNC4,0.092070889
USP28,0.092062039
ZBTB26,0.092053951
CHD6,0.092043198
MAP2K5,0.092028087
GRID1,0.092021332
CHST10,0.091968693
SMARCC1,0.091929275
MTPAP,0.091909761
PARP3,0.091858062
CCNC,0.091849216
C2orf72,0.091827845
CLCA2,0.091827845
FLRT3,0.091827845
NTM,0.091827845
TCFL5,0.091792493
FILIP1,0.091688712
QPCT,0.09168761
MCMBP,0.091676897
LOC148413,0.091641461
GLIS3,0.09155571
GCNT1,0.091537087
UCHL5,0.091501705
RALGAPB,0.091489719
C1RL,0.091440867
VAT1L,0.091433032
ZNF461,0.091371146
LHFP,0.091362913
HSDL2,0.091351175
KIAA2022,0.091241481
TMEM128,0.091230261
HLA-H,0.091225678
DCUN1D5,0.091187818
B3GAT1,0.091069697
CPEB3,0.091063945
FAM193A,0.091046393
OSBPL2,0.091018466
EIF3F,0.090987478
NEO1,0.090972098
BMS1,0.090953212
TFCP2,0.090945755
ZNF202,0.090913226
ERO1B,0.090888578
MST1,0.090878329
CNTN1,0.090840653
FZD6,0.090839527
TAF1B,0.09081961
JAK1,0.09081008
PAQR3,0.090801357
GPX4,0.09074847
HOMEZ,0.090745035
TTI1,0.09073412
USP6NL,0.090691609
LINC01279,0.090666302
FAM20C,0.090561214
CCDC66,0.090543139
TMEM123,0.09052827
LBR,0.09052455
BRWD1,0.090507215
EXTL1,0.090483756
INTU,0.090453131
MEX3A,0.090421968
RNFT2,0.090364432
DHX37,0.090355022
GALNT10,0.090344765
USP38,0.090298856
F11R,0.090232875
MB,0.090225446
NDUFV1,0.090154869
ARMC10,0.090145657
ATRX,0.090141452
SNRK,0.09013269
MCM3,0.090040828
REPS2,0.090030975
TLK2,0.090026733
NUP210,0.090014041
OSBPL3,0.090013631
MED14,0.089991784
GALNT2,0.089915464
CNOT4,0.08991244
CMBL,0.089890861
IPMK,0.089871604
SAFB2,0.089861881
ELL,0.089842711
PAK2,0.089803029
PTX3,0.089724968
FBXL20,0.089721665
ZNF662,0.089711455
GAK,0.089684143
MKS1,0.089654906
ATP9B,0.089650686
HECW2,0.089609514
NEUROD2,0.089546104
LOC100419583,0.089529444
ACTA2,0.089528633
C19orf25,0.089498939
NFYB,0.089471263
POLR2D,0.089295577
WDR20,0.08929446
CREBZF,0.089264041
FLAD1,0.089234253
ZNF365,0.089225203
OCRL,0.089208253
PDE2A,0.089196539
MST1R,0.089172139
S100B,0.089125745
STARD3,0.089034617
CASP4,0.089009332
C2orf69,0.088988322
FOXP4,0.088973211
ABCA8,0.088914178
MPPED1,0.088891659
SHROOM3,0.088887484
LPPR2,0.088880048
DOC2B,0.088858732
STK39,0.088842932
DDR2,0.088803778
SMPD4,0.088795376
RPSA,0.088766418
PPARA,0.088718964
UBN1,0.088709242
OSBPL11,0.08870489
PHACTR1,0.088700308
CNR1,0.088698437
ZFYVE28,0.088697658
TUBGCP5,0.088672637
MEN1,0.088529299
EXOC1,0.088487419
NPAT,0.08841011
C2CD3,0.088401091
PAG1,0.088345972
RNPC3,0.088339751
ADRBK2,0.088279276
ZNF780A,0.088273845
TMUB2,0.088272883
RNF219,0.088238992
GOLGA6L9,0.088225767
LRP3,0.088215054
DPY19L2P2,0.08818877
R3HDM1,0.088117158
XPO7,0.088095172
CCNK,0.088068019
ZNF148,0.087977743
HDAC7,0.087970903
CLIC6,0.087884459
SNAPC5,0.087876972
SETDB1,0.087857257
C1QTNF1,0.087837017
CSK,0.0878197
RCOR2,0.087815757
GPT2,0.087718983
TAF4B,0.087702415
EED,0.087683447
MANBA,0.087670515
3-Sep,0.087594321
ITGAV,0.087582277
GOSR2,0.087580057
ATP2B4,0.087572205
ADGRB3,0.087560052
PPP1R14B,0.087538078
TPST1,0.087491176
FAXC,0.087464945
LDHD,0.087431555
DPAGT1,0.087366785
NUP214,0.087329293
C9orf172,0.0872596
ST6GAL2,0.087205088
CLDN5,0.087179505
TRAPPC11,0.087124976
ZDHHC14,0.087097352
DTNB,0.087082228
RAB11FIP2,0.087056801
COG1,0.087049325
ITGAL,0.086976707
CHRNB2,0.086970072
KNTC1,0.086968522
CSPG4,0.086952405
TBC1D2B,0.086904116
RTN4RL2,0.086886413
AHI1,0.086774217
TMEM45B,0.086760815
C20orf96,0.08672423
DNAJC14,0.086713063
ERI2,0.08671294
PSEN2,0.08666927
PRKG1,0.086612052
TRAPPC10,0.086489966
TUBA3D,0.086483606
COA1,0.086441309
FAM92A1,0.086435067
DIO1,0.086413857
ANKRD13C,0.086395306
IGSF3,0.086382829
DPY19L1,0.086313778
TTC21A,0.086284869
ZXDC,0.086269276
KCNIP2,0.086245657
C5orf51,0.086222126
PRODH,0.086209369
RCN2,0.086184051
KMT2E,0.086170609
ZNF430,0.086132969
PAAF1,0.086117346
CYP26B1,0.086117282
CACUL1,0.086103673
FAF2,0.086085086
DMTF1,0.086082954
CHD7,0.086040956
EXOC2,0.086018846
CX3CR1,0.085985626
IDUA,0.085981415
RAP1A,0.085961149
ICE1,0.085948927
UBE2W,0.085947077
GABPA,0.085897427
TMEM106B,0.085879194
TMEM9,0.085855915
ACSL1,0.085842699
INAFM2,0.085815976
CC2D2A,0.085785889
PLRG1,0.08577089
APOL1,0.085761272
UBXN4,0.085704133
PPP1R1A,0.085618913
TNIP1,0.085591946
NPLOC4,0.085585405
TRMT11,0.085571047
PGGT1B,0.085557407
USP45,0.085531907
PPP6R2,0.085520068
TNK2,0.085477177
BET1,0.085466916
TRMT2B,0.085442949
CXorf38,0.085409876
MOB1A,0.085397136
ZNF281,0.085389542
ZNF226,0.085380255
CHRM1,0.085351785
FAM126B,0.085334307
PXDNL,0.085312476
GEMIN4,0.085227654
CYP2F1,0.085181848
ANGPTL2,0.085148129
ZBTB14,0.085135306
TMEM214,0.085122252
RBFOX2,0.085102634
ERV3-1,0.085089363
PITPNM1,0.085087844
LINC00342,0.08505539
POU2F1,0.085048111
FOXO3,0.085040466
ZNF155,0.085035114
FZD1,0.084985899
CTU2,0.084966375
DYRK3,0.084903744
CBX5,0.084849953
ABCG2,0.084827322
KLHDC1,0.084809153
BPTF,0.084792358
SAMD11,0.08477523
NR3C1,0.084756292
CCNE1,0.084643885
RBM6,0.084638853
TTC9C,0.084614669
EPB41L4A,0.084610351
C21orf58,0.084579789
FBXO31,0.084575121
VDR,0.08457369
YOD1,0.084563199
LRCH3,0.08455586
CA3,0.084510168
SLC29A3,0.084484871
STEAP3,0.084440554
SLC11A1,0.084420787
LAMP2,0.08438855
RBM10,0.084380539
NCAM1,0.084332324
SGCE,0.084319153
PFAS,0.084279221
NDUFC2,0.084233947
GOLM1,0.084233209
SLC35E2,0.084207154
TNIP2,0.084149314
LCOR,0.084145783
ZSCAN21,0.084138642
CTDSPL2,0.084131144
SEH1L,0.084049038
EXOSC7,0.084019949
FNIP1,0.08397755
SEZ6,0.083952571
FAN1,0.083927491
EXTL3,0.083872219
ABCA4,0.083855849
SEMA3F,0.083838733
CEP112,0.083806691
ACOT13,0.083746269
TMEM167B,0.083742949
RECQL5,0.083693722
SRPRB,0.083672146
LOC93622,0.083670874
ISOC2,0.083667547
GPR183,0.083610147
PCID2,0.083590213
TFR2,0.083569347
MYCBP2,0.083568496
RRH,0.083553472
PANK2,0.083508333
PCDH19,0.083498931
CILP,0.08341783
GLT8D2,0.083350043
COPA,0.083338084
CD68,0.083310622
SLC35E1,0.083307848
CARS,0.083304942
HDAC1,0.083268802
ZBTB6,0.083258996
APAF1,0.083250212
KIF17,0.083242961
NR1D2,0.083219381
MYO7A,0.083217015
CDK5RAP2,0.083215035
CELF6,0.083213607
PALLD,0.083201932
FMN2,0.08318932
STXBP5L,0.083182049
EXOC8,0.083181068
HLA-DMB,0.083138667
SLC11A2,0.083116968
ZNF717,0.083105039
TRA2A,0.083089741
IFI44,0.083061388
HCAR2,0.083053977
ADAM15,0.083033739
NDOR1,0.083006554
ZNF644,0.082991041
SERPINA1,0.082975692
ZNF211,0.082972718
CWC27,0.082962106
KIF1C,0.082961825
TXLNB,0.082912811
MED1,0.08290799
PGC,0.082898101
PLEK,0.08286857
UBE2Q1,0.082857759
TNPO3,0.082792547
SPPL3,0.082766101
DDX52,0.082729594
NSD1,0.082720683
HMBOX1,0.082716725
CERCAM,0.082707635
SLC25A29,0.082635631
FLVCR2,0.08260976
DNMT3B,0.082608068
C17orf89,0.082602822
BACH2,0.082534856
EPN2,0.082492418
TMEM178A,0.08246964
ABCC1,0.082349783
ZDHHC9,0.082337326
TTC9,0.082332845
EXOC5,0.082286385
KDM5A,0.082194588
REL,0.082144206
SEMA3B,0.082125064
LURAP1L,0.082095276
RWDD2B,0.082076494
FAM131A,0.082033145
SPECC1,0.081959308
VCP,0.081920854
NFX1,0.081841857
IPP,0.081835546
TRHDE,0.081781599
ST8SIA1,0.081778561
CHORDC1,0.081743709
SENP7,0.081682085
TMX4,0.081633721
UBR7,0.081620648
TMEM200A,0.081614312
ZNF718,0.081585576
ZNF808,0.081563621
RERG,0.081540298
ZNF526,0.081531199
LDLRAD3,0.081527791
APPL1,0.081521554
DAXX,0.081483591
ZC3H10,0.081469494
TM9SF3,0.081429535
F8,0.081408773
SYNRG,0.081363799
NBPF1,0.081342504
NGFR,0.081334802
UTRN,0.081319373
FRS2,0.081316566
MRPS14,0.081281102
PRPF40A,0.081263295
ACAD8,0.081237347
SLC45A4,0.081167518
PRRC2B,0.081145644
COLEC12,0.081109401
MTM1,0.081094702
FSD1,0.081077501
ZMYND19,0.08104046
PSMB5,0.081035571
ZC3H3,0.080936957
PID1,0.080920719
SOCS3,0.080919079
SEC22C,0.080902488
TSPYL1,0.080885009
KDM5B,0.080876056
UVSSA,0.080865919
STON2,0.080834704
FOXP2,0.080809361
CRTC3,0.080777446
HLA-DMA,0.080765697
AMBRA1,0.080732881
CLCN4,0.080666045
ATXN2,0.080658991
RAB27A,0.080458095
GJB2,0.080438885
PARP1,0.080434437
ITPK1,0.080393945
GUCA1C,0.080389394
ADPRM,0.080343517
FCGR2B,0.080338562
NACC2,0.08031781
ZNF711,0.080300019
NUDCD1,0.08027229
DBR1,0.080255043
TSC1,0.080215243
OLFM2,0.080213889
KIF16B,0.080197928
C2orf42,0.080172184
ITPR3,0.080146966
F2RL1,0.080136662
FAXDC2,0.080104659
ZNF197,0.080092859
TBC1D32,0.080058387
DNAJA3,0.080025195
SCAF11,0.079973981
AAK1,0.079968331
THADA,0.079947389
PTPRC,0.079941205
ANKRD54,0.07992562
LAMA3,0.079921973
TBC1D2,0.079920922
IDE,0.079906054
ALG14,0.079899521
MMACHC,0.079883964
THSD1,0.07984257
ICAM3,0.079840503
SERPINB9,0.079839955
TLN1,0.079808997
AGK,0.079729398
SRSF1,0.079704443
DRAM2,0.07968792
CD82,0.079658159
KIAA1143,0.079638084
TTLL12,0.079541791
FGD6,0.079535794
RCAN1,0.079502895
FAM214A,0.079485738
ACADL,0.079481244
C11orf88,0.079481244
HFE2,0.079481244
KCNJ8,0.079481244
PEBP4,0.079481244
PMP2,0.079481244
SNCB,0.079481244
TNNI3,0.079481244
TENM3,0.079434864
IBA57,0.079431845
MDFI,0.07938812
SLC15A2,0.079338122
POSTN,0.079322204
ICA1L,0.079312797
ARHGAP25,0.079207749
NR2F1-AS1,0.079206217
FST,0.079200009
TFIP11,0.079199648
CTSD,0.079185133
MBD3,0.07916045
FMR1,0.079144611
SLC16A6,0.0791286
CELSR2,0.0790752
TMEM110,0.079010017
PPAPDC2,0.078998963
SEPHS2,0.078993097
STARD8,0.078935304
VNN1,0.078881888
ZMAT2,0.078878496
FMNL2,0.078867329
MFAP3L,0.078866116
SEC24D,0.078852662
SLC9A6,0.078798259
CD4,0.078775523
KDM4A,0.078725734
MAP7D3,0.078720274
PLAGL1,0.078718339
CLEC7A,0.078703328
DCAF15,0.078667207
GIT1,0.078536606
HLA-DQA1,0.078527703
SH3D19,0.078485408
TRIM68,0.078464113
MED12,0.078441007
DHRS4L2,0.078349207
NCOA6,0.078328597
TTC7B,0.078301228
C11orf30,0.078243153
ERC1,0.078237154
LOC283335,0.078232347
FBXL2,0.078156401
SDHC,0.078136515
GCAT,0.078127403
AKIP1,0.078099483
CDKL5,0.078084925
CEACAM1,0.078027782
NAT14,0.078009265
MFSD5,0.077986196
SLC41A3,0.077941577
NICN1,0.077931146
FBN1,0.077921756
CSRP2,0.07791569
RORA,0.077898869
TOMM70A,0.077857475
RNF112,0.0778111
LMBRD1,0.077792083
M6PR,0.077765177
ZFHX2,0.077762011
MBNL1,0.077719134
CDC42EP2,0.07769741
FEM1B,0.07769548
NPY6R,0.077673914
IGF2R,0.077672163
HLA-DQB1,0.077656431
USP34,0.07760352
HNRNPA0,0.077557329
PRDX4,0.077538449
KEAP1,0.077525214
MAGI2-AS3,0.077509295
LRRC46,0.077497456
SRD5A1,0.077497444
GALK2,0.07747026
FCHO1,0.077465961
GJA1,0.077462931
RANBP9,0.07742552
KIAA1586,0.077398651
PDLIM1,0.077354583
CALR,0.077332346
ATMIN,0.077332077
RUSC1,0.077289925
KIF5B,0.077286261
PCCA,0.077267381
NBEAL1,0.07720219
NIPBL,0.077200503
AURKA,0.077198191
FRS3,0.077151555
NIP7,0.077149424
NR3C2,0.077112659
RNF217,0.077037061
EOGT,0.077031254
PDE8A,0.077025897
CNTFR,0.076988342
ABHD8,0.076973384
C14orf142,0.076962621
BCAT2,0.076921569
LIN9,0.076883466
BOLA3-AS1,0.076853655
ZNF134,0.07685092
PKI55,0.076830227
SURF4,0.076809074
SEMA4G,0.076791922
YPEL4,0.076760162
CHN2,0.076759945
MOB1B,0.076704518
EIF1AD,0.076659478
PTGS2,0.076640126
RCBTB1,0.076637736
NCAPH,0.076619926
LLGL2,0.076594226
MBD1,0.07657717
LRWD1,0.076530506
TMEM119,0.07648865
CD2BP2,0.076474227
WNT5A,0.076450907
C12orf75,0.076448489
HBB,0.076434411
TMEM205,0.076428563
DZIP3,0.076427646
TMOD1,0.076391337
CEP78,0.076373977
PRPF8,0.076350926
RRP1,0.076340434
MFSD12,0.076303377
ABHD12,0.076289968
CDK17,0.076232816
CCDC18,0.076178534
TUSC2,0.076124239
IPO9,0.076123534
DDN,0.076118224
SLC29A1,0.076108367
CASZ1,0.076089018
TADA3,0.076024412
COL5A3,0.07600766
TAF1,0.075885619
MDM1,0.075882809
STX6,0.075829282
CCAR1,0.075809301
PRPF39,0.075799615
